case,quarter,R.mth,age,country,1st time visitor,nbr visit past 3 yrs,mode of arrival,carrier,purpose of visit,purpose of visit_Grp,pov6a,Mono-SIN,Last Port,Next Port,length of stay,Travel Type,gender,marital status,companion_1,companion_2,companion_3,companion_4,companion_5,companion_6,accomodation ($),shop ($),fnb ($),transport ($),medical ($),others ($),Total
"1,359",1,1,50-54 yrs,Indonesia,No,2,Air,AirAsia Berhad (AXM),Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,1.00,FIT,Female,married,Children aged 20-39 yrs,Other relatives,Others,,,,0.00,156.55,0.00,0.00,0.00,0.00,156.55
"1,368",1,1,60-64 yrs,Indonesia,No,1,Land,,Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,Yes,Yes,2.00,FIT,Female,married,Children aged 20-39 yrs,Siblings,Others,,,,227.72,289.89,71.16,29.65,0.00,0.00,618.42
"1,378",1,1,20-24 yrs,Indonesia,No,60,Sea,,"Others - Personal (e.g. weddings, funerals, etc)",Leisure,Others/ Refused,Multi-Destination,No,Yes,day tripper,FIT,Male,single,Alone,,,,,,0.00,156.55,0.00,6.26,0.00,0.00,162.81
"1,379",1,1,35-39 yrs,Indonesia,Yes,,Air,AirAsia Berhad (AXM),Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,7.00,FIT,Female,married,Alone,,,,,,0.00,206.55,50.83,50.83,0.00,0.00,308.21
"1,385",1,1,40-44 yrs,Indonesia,No,0,Sea,,"Others - Personal (e.g. weddings, funerals, etc)",Leisure,Others/ Refused,Mono-SIN,No,No,day tripper,FIT,Female,married,Friends,,,,,,0.00,156.55,4.70,4.70,0.00,0.00,165.94
"1,389",1,1,50-54 yrs,Indonesia,Yes,,Air,AirAsia Berhad (AXM),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,day tripper,F&E,Female,married,Friends,,,,,,0.00,156.55,4.45,84.00,0.00,0.00,245.00
"1,395",1,1,40-44 yrs,Indonesia,No,2,Sea,,Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,14.00,FIT,Female,married,Other relatives,,,,,,0.00,356.55,11.18,4.47,0.00,0.00,372.20
"1,396",1,1,20-24 yrs,Indonesia,No,5,Air,AirAsia Berhad (AXM),Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,3.00,FIT,Female,single,Parents/ Parents-in-law,Other relatives,,,,,0.00,256.55,0.00,0.00,0.00,0.00,256.55
"1,398",1,1,15-19 yrs,Indonesia,Yes,,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,day tripper,FIT,Male,single,Parents/ Parents-in-law,Siblings,,,,,0.00,166.55,0.00,39.13,0.00,0.00,205.68
"1,405",1,1,35-39 yrs,Indonesia,Yes,,Sea,,Stopover,Leisure,Leisure,Multi-Destination,No,Yes,day tripper,FIT,Female,married,Siblings,,,,,,0.00,181.55,7.83,7.83,0.00,0.00,197.20
"1,406",1,1,20-24 yrs,Indonesia,Yes,,Air,AirAsia Berhad (AXM),Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,1.00,FIT,Female,single,Parents/ Parents-in-law,,,,,,0.00,206.55,0.00,17.79,0.00,0.00,224.34
"1,407",1,1,30-34 yrs,Indonesia,No,1,Land,,Visiting friends/relatives,Leisure,Leisure,Multi-Destination,Yes,Yes,day tripper,FIT,Male,married,Siblings,,,,,,0.00,156.55,17.79,17.79,0.00,0.00,192.13
"1,411",1,1,25-29 yrs,Indonesia,No,3,Air,AirAsia Berhad (AXM),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,5.00,FIT,Female,single,Friends,,,,,,142.32,156.55,56.93,12.81,0.00,0.00,368.62
"1,431",1,1,25-29 yrs,Indonesia,No,3,Air,AirAsia Berhad (AXM),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,5.00,FIT,Female,single,Friends,,,,,,355.81,256.55,53.37,17.79,0.00,0.00,683.53
"1,432",1,1,25-29 yrs,Indonesia,Yes,,Air,Lion Airlines (LNI),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,5.00,FIT,Male,single,Parents/ Parents-in-law,,,,,,35.58,306.55,35.58,17.79,0.00,0.00,395.51
"1,435",1,1,40-44 yrs,Indonesia,No,40,Sea,,Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,day tripper,FIT,Female,married,Alone,,,,,,0.00,156.55,9.39,19.41,0.00,0.00,185.35
"1,439",1,1,20-24 yrs,Indonesia,Yes,,Air,AirAsia Berhad (AXM),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,3.00,FIT,Male,single,Other relatives,,,,,,284.65,216.55,71.16,17.79,0.00,0.00,590.15
"1,441",1,1,25-29 yrs,Indonesia,No,1,Air,AirAsia Berhad (AXM),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,3.00,FIT,Female,single,Other relatives,,,,,,276.20,156.55,106.74,17.79,0.00,0.00,557.29
"1,448",1,1,40-44 yrs,Indonesia,No,2,Sea,,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Leisure,Accompanying Pax,Mono-SIN,No,No,13.00,FIT,Female,single,Parents/ Parents-in-law,Other relatives,,,,,0.00,356.55,46.96,12.04,200.00,0.00,615.55
"1,453",1,1,35-39 yrs,Indonesia,No,1,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,13.00,FIT,Female,married,Other relatives,,,,,,0.00,156.55,0.00,4.82,0.00,0.00,161.37
"1,454",1,1,50-54 yrs,Indonesia,No,1,Air,AirAsia Berhad (AXM),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,5.00,FIT,Male,married,Children aged 13-19 yrs,Parents/ Parents-in-law,,,,,213.49,156.55,71.16,17.79,0.00,0.00,458.99
"1,456",1,1,30-34 yrs,Indonesia,No,30,Sea,,Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,20.00,FIT,Female,married,Alone,,,,,,0.00,406.55,15.65,7.83,0.00,0.00,430.03
"1,459",1,1,40-44 yrs,Indonesia,No,2,Land,,Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,Yes,Yes,1.00,FIT,Female,married,Spouse,Children aged 8-12 yrs,Children aged 13-19 yrs,,,,71.16,206.55,71.16,35.58,0.00,0.00,384.46
"1,462",1,1,35-39 yrs,Indonesia,No,0,Land,,Visiting friends/relatives,Leisure,Leisure,Multi-Destination,Yes,Yes,1.00,FIT,Female,married,Spouse,Children aged 0-7 yrs,Other relatives,,,,0.00,241.55,20.64,35.58,0.00,0.00,297.77
"1,463",1,1,30-34 yrs,Indonesia,No,6,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,2.00,FIT,Male,married,Friends,,,,,,101.74,256.55,125.22,46.96,0.00,0.00,530.46
"1,466",1,1,45-49 yrs,Indonesia,No,5,Air,Lion Airlines (LNI),Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,1.00,FIT,Male,married,Other relatives,,,,,,0.00,236.55,142.32,35.58,0.00,0.00,414.46
"1,467",1,1,40-44 yrs,Indonesia,No,60,Sea,,To shop/attend shopping events in Singapore,Leisure,Leisure,Mono-SIN,No,No,1.00,FIT,Male,married,Spouse,,,,,,0.00,216.55,23.48,15.65,0.00,0.00,255.68
"1,470",1,1,45-49 yrs,Indonesia,No,36,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,6.00,FIT,Female,married,Other relatives,,,,,,0.00,156.55,0.00,7.83,0.00,0.00,164.38
"1,472",1,1,35-39 yrs,Indonesia,No,3,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,1.00,FIT,Male,married,Children aged 8-12 yrs,Children aged 13-19 yrs,Parents/ Parents-in-law,,,,124.59,246.55,37.56,12.52,0.00,0.00,421.23
"1,473",1,1,55-59 yrs,Indonesia,No,0,Air,Lion Airlines (LNI),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,2.00,FIT,Male,married,Spouse,Children aged 8-12 yrs,Children aged 13-19 yrs,,,,0.00,156.55,8.90,44.48,0.00,0.00,209.92
"1,475",1,1,25-29 yrs,Indonesia,No,15,Land,,Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,Yes,No,20.00,FIT,Female,married,Friends,,,,,,66.71,356.55,71.16,10.67,0.00,0.00,505.10
"1,476",1,1,15-19 yrs,Indonesia,No,6,Air,AirAsia Berhad (AXM),Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,2.00,FIT,Male,single,Parents/ Parents-in-law,Other relatives,,,,,266.86,156.55,71.16,17.79,0.00,0.00,512.36
"1,487",1,1,35-39 yrs,Indonesia,No,1,Sea,,Outpatient consultation/treatment,Healthcare,Healthcare,Multi-Destination,No,Yes,1.00,FIT,Female,married,Parents/ Parents-in-law,,,,,,0.00,156.55,28.17,28.17,30.00,0.00,242.90
"1,488",1,1,60-64 yrs,Indonesia,No,30,Air,Singapore Airlines Limited (SIA),Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,21.00,FIT,Female,married,Children aged 20-39 yrs,Parents/ Parents-in-law,,,,,0.00,"2,531.55",169.43,42.36,0.00,200.00,"2,943.34"
"1,489",1,1,35-39 yrs,Indonesia,Yes,,Air,AirAsia Berhad (AXM),Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,4.00,FIT,Male,married,Friends,,,,,,0.00,256.55,88.95,22.24,0.00,0.00,367.74
"1,490",1,1,50-54 yrs,Indonesia,No,4,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,1.00,FIT,Male,married,Spouse,Children aged 8-12 yrs,Other relatives,,,,93.91,156.55,156.52,62.61,0.00,0.00,469.59
"1,491",1,1,30-34 yrs,Indonesia,No,3,Air,AirAsia Berhad (AXM),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,6.00,FIT,Male,married,Friends,,,,,,118.60,"12,856.55",69.19,34.59,0.00,0.00,"13,078.93"
"1,493",1,1,35-39 yrs,Indonesia,Yes,,Land,,Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,Yes,Yes,1.00,FIT,Male,married,Spouse,Other relatives,,,,,0.00,216.55,35.58,53.37,0.00,0.00,305.51
"1,496",1,1,55-59 yrs,Indonesia,No,12,Sea,,Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,1.00,FIT,Female,married,Spouse,,,,,,0.00,156.55,78.26,46.96,0.00,0.00,281.77
"1,497",1,1,65 yrs & above,Indonesia,Yes,,Air,All Nippon Airways Co Limited (ANA),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,3.00,FIT,Male,married,Spouse,Children aged 8-12 yrs,Children aged 20-39 yrs,,,,85.39,356.55,237.21,59.30,0.00,0.00,738.46
"1,504",1,1,40-44 yrs,Indonesia,No,3,Air,Lion Airlines (LNI),Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,day tripper,FIT,Male,married,Spouse,,,,,,0.00,156.55,13.34,17.79,0.00,0.00,187.69
"1,509",1,1,35-39 yrs,Indonesia,No,1,Air,Jetstar Asia Airways (JSA),Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,1.00,FIT,Female,married,Alone,,,,,,0.00,156.55,88.95,35.58,0.00,0.00,281.09
"1,516",1,1,45-49 yrs,Indonesia,No,4,Air,Garuda Indonesia (GIA),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,3.00,FIT,Male,married,Spouse,Children aged 8-12 yrs,Children aged 13-19 yrs,,,,35.58,256.55,59.30,59.30,0.00,0.00,410.74
"1,523",1,1,25-29 yrs,Indonesia,Yes,,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,1.00,FIT,Male,single,Alone,,,,,,0.00,156.55,78.26,46.96,0.00,0.00,281.77
"1,524",1,1,65 yrs & above,Indonesia,No,1,Air,Valuair (VLU),Outpatient consultation/treatment,Healthcare,Healthcare,Multi-Destination,No,Yes,5.00,FIT,Female,married,Spouse,Children aged 20-39 yrs,Other relatives,,,,118.60,656.55,94.88,71.16,90.00,0.00,"1,031.20"
"1,539",1,1,40-44 yrs,Indonesia,Yes,,Air,Garuda Indonesia (GIA),Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,4.00,FIT,Female,married,Spouse,Children aged 0-7 yrs,,,,,889.53,306.55,88.95,62.27,0.00,37.50,"1,384.80"
"1,540",1,1,25-29 yrs,Indonesia,No,2,Air,Tiger Airways (TGW),Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,7.00,FIT,Male,single,Alone,,,,,,0.00,166.55,0.00,15.25,0.00,0.00,181.80
"1,542",1,1,35-39 yrs,Indonesia,No,2,Air,AirAsia Berhad (AXM),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,5.00,FIT,Female,married,Spouse,Children aged 8-12 yrs,Parents/ Parents-in-law,,,,47.44,406.55,237.21,21.35,0.00,0.00,712.55
"1,544",1,1,45-49 yrs,Indonesia,No,50,Air,Jetstar Asia Airways (JSA),Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,day tripper,FIT,Female,married,Children aged 0-7 yrs,,,,,,0.00,156.55,7.12,44.48,0.00,0.00,208.15
"1,547",1,1,20-24 yrs,Indonesia,No,2,Sea,,Visiting friends/relatives,Leisure,Leisure,Multi-Destination,No,Yes,4.00,FIT,Female,single,Parents/ Parents-in-law,,,,,,0.00,356.55,52.17,39.13,0.00,0.00,447.86
"1,550",1,1,45-49 yrs,Indonesia,Yes,,Air,AirAsia Berhad (AXM),Outpatient consultation/treatment,Healthcare,Healthcare,Multi-Destination,No,Yes,day tripper,FIT,Female,married,Spouse,Other relatives,,,,,0.00,156.55,0.00,11.86,68.00,0.00,236.41
"1,556",1,1,20-24 yrs,Indonesia,No,6,Air,AirAsia Berhad (AXM),Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,24.00,FIT,Female,single,Parents/ Parents-in-law,,,,,,0.00,356.55,103.78,13.34,0.00,0.00,473.67
"1,558",1,1,55-59 yrs,Indonesia,No,6,Air,Lion Airlines (LNI),General business purpose,Business,Business,Mono-SIN,No,No,5.00,FIT,Male,married,Spouse,,,,,,346.92,156.55,71.16,17.79,0.00,0.00,592.42
"1,573",1,1,40-44 yrs,Indonesia,No,12,Sea,,"Others - Personal (e.g. weddings, funerals, etc)",Leisure,Others/ Refused,Multi-Destination,No,Yes,day tripper,FIT,Male,married,Spouse,,,,,,0.00,156.55,0.00,0.00,0.00,0.00,156.55
"1,580",1,1,25-29 yrs,Indonesia,No,300,Sea,,"Others - Work Related (e.g. visa, insurance, etc)",Leisure,Others/ Refused,Mono-SIN,No,No,day tripper,FIT,Male,single,Alone,,,,,,0.00,156.55,7.83,7.04,0.00,0.00,171.42
"1,581",1,1,65 yrs & above,Indonesia,No,15,Air,AirAsia Berhad (AXM),"Others - Personal (e.g. weddings, funerals, etc)",Leisure,Others/ Refused,Multi-Destination,No,Yes,day tripper,FIT,Male,divorced,Friends,,,,,,0.00,156.55,8.90,22.24,0.00,0.00,187.69
"1,584",1,1,20-24 yrs,Indonesia,No,1,Land,,To experience the food/food events in Singapore,Leisure,Leisure,Multi-Destination,Yes,Yes,day tripper,FIT,Female,single,Siblings,Other relatives,,,,,0.00,156.55,3.11,3.11,0.00,0.00,162.78
"1,586",1,1,50-54 yrs,Indonesia,No,0,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,2.00,FIT,Female,married,Friends,,,,,,0.00,256.55,93.91,15.65,0.00,0.00,366.12
"1,588",1,1,30-34 yrs,Indonesia,No,6,Air,Lion Airlines (LNI),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,2.00,FIT,Male,married,Spouse,,,,,,0.00,156.55,88.95,26.69,0.00,0.00,272.19
"1,593",1,1,30-34 yrs,Indonesia,Yes,,Air,AirAsia Berhad (AXM),"Others - Personal (e.g. weddings, funerals, etc)",Leisure,Others/ Refused,Multi-Destination,No,Yes,day tripper,FIT,Female,married,Spouse,Other relatives,,,,,0.00,156.55,10.67,8.90,0.00,0.00,176.12
"1,596",1,1,50-54 yrs,Indonesia,No,3,Air,Batavia Air (BTV),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,2.00,FIT,Female,married,Other relatives,,,,,,711.62,366.55,71.16,17.79,0.00,0.00,"1,167.13"
"1,606",1,1,15-19 yrs,Indonesia,No,3,Sea,,Gathering informations on the Education services in Singapor,Leisure,Leisure,Multi-Destination,No,Yes,7.00,FIT,Male,single,Friends,,,,,,0.00,156.55,22.36,4.47,0.00,0.00,183.38
"1,610",1,1,35-39 yrs,Indonesia,No,10,Air,AirAsia Berhad (AXM),General business purpose,Business,Business,Multi-Destination,No,Yes,day tripper,FIT,Male,married,Business associates/ Colleagues,,,,,,0.00,156.55,0.00,26.69,0.00,0.00,183.24
"1,613",1,1,45-49 yrs,Indonesia,No,3,Air,Lion Airlines (LNI),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,1.00,FIT,Female,married,Spouse,Children aged 0-7 yrs,Children aged 8-12 yrs,Children aged 13-19 yrs,Parents/ Parents-in-law,,266.86,"1,156.55",106.74,71.16,0.00,0.00,"1,601.32"
"1,621",1,1,25-29 yrs,Indonesia,No,2,Air,AirAsia Berhad (AXM),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,6.00,FIT,Male,single,Friends,,,,,,142.32,206.55,35.58,29.65,0.00,0.00,414.11
"1,631",1,1,30-34 yrs,Indonesia,Yes,,Air,Jetstar Asia Airways (JSA),Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,2.00,FIT,Male,single,Parents/ Parents-in-law,,,,,,266.86,406.55,133.43,88.95,0.00,0.00,895.79
"1,632",1,1,25-29 yrs,Indonesia,Yes,,Land,,Visiting friends/relatives,Leisure,Leisure,Multi-Destination,Yes,Yes,1.00,FIT,Female,married,Other relatives,,,,,,0.00,286.55,71.16,24.91,0.00,0.00,382.62
"1,638",1,1,25-29 yrs,Indonesia,Yes,,Land,,Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,Yes,Yes,day tripper,FIT,Male,married,Spouse,,,,,,0.00,184.55,7.12,16.46,0.00,0.00,208.13
"1,652",1,1,35-39 yrs,Indonesia,Yes,,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Multi-Destination,No,Yes,1.00,FIT,Male,married,Spouse,,,,,,133.04,156.55,46.96,46.96,0.00,0.00,383.51
"1,659",1,1,35-39 yrs,Indonesia,Yes,,Air,AirAsia Berhad (AXM),To take or join a reginal or international cruise,Leisure,Leisure,Mono-SIN,No,No,day tripper,F&E,Male,married,Friends,,,,,,0.00,186.55,88.95,0.00,0.00,0.00,275.51
"1,660",1,1,35-39 yrs,Indonesia,No,1,Air,Singapore Airlines Limited (SIA),To take or join a reginal or international cruise,Leisure,Leisure,Mono-SIN,No,No,day tripper,F&E,Male,married,Friends,,,,,,0.00,173.55,17.79,0.00,0.00,0.00,191.34
"1,661",1,1,40-44 yrs,Indonesia,No,5,Air,SilkAir (Singapore) Pte Limited (SLK),To take or join a reginal or international cruise,Leisure,Leisure,Mono-SIN,No,No,day tripper,F&E,Female,married,Siblings,,,,,,0.00,156.55,59.30,0.00,0.00,0.00,215.85
"1,662",1,1,50-54 yrs,Indonesia,No,50,Air,SilkAir (Singapore) Pte Limited (SLK),To take or join a reginal or international cruise,Leisure,Leisure,Mono-SIN,No,No,day tripper,F&E,Female,married,Friends,,,,,,0.00,356.55,14.23,0.00,0.00,0.00,370.79
"1,670",1,1,25-29 yrs,Indonesia,No,3,Sea,,Holiday/ Rest & Relax,Leisure,Leisure,Mono-SIN,No,No,2.00,FIT,Female,single,Friends,,,,,,234.78,356.55,46.96,12.52,0.00,0.00,650.81
"1,671",1,1,15-19 yrs,Indonesia,No,5,Sea,,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Leisure,Accompanying Pax,Mono-SIN,No,No,1.00,FIT,Female,single,Alone,,,,,,0.00,216.55,46.96,31.30,422.00,0.00,716.81
"1,672",1,1,35-39 yrs,Indonesia,No,15,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,1.00,FIT,Female,married,Alone,,,,,,0.00,178.55,62.61,18.78,0.00,0.00,259.94
"1,673",1,1,50-54 yrs,Indonesia,No,150,Sea,,Visiting an international student studying in Singapore,Leisure,Leisure,Mono-SIN,No,No,day tripper,FIT,Male,married,Friends,,,,,,0.00,156.55,36.52,0.00,0.00,0.00,193.07
"1,674",1,1,30-34 yrs,Indonesia,No,50,Sea,,"Others - Personal (e.g. weddings, funerals, etc)",Leisure,Others/ Refused,Mono-SIN,No,No,day tripper,FIT,Female,married,Alone,,,,,,0.00,491.55,18.78,23.48,0.00,0.00,533.81
"1,675",1,1,35-39 yrs,Indonesia,No,3,Sea,,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Leisure,Accompanying Pax,Mono-SIN,No,No,1.00,FIT,Female,married,Friends,,,,,,469.56,256.55,140.87,83.48,180.00,0.00,"1,130.46"
"1,676",1,1,35-39 yrs,Indonesia,No,5,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,day tripper,FIT,Female,married,Alone,,,,,,0.00,176.55,31.30,15.65,0.00,0.00,223.51
"1,677",1,1,35-39 yrs,Indonesia,No,3,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,1.00,FIT,Female,married,Spouse,,,,,,231.90,156.55,156.52,31.30,0.00,0.00,576.28
"1,678",1,1,50-54 yrs,Indonesia,No,60,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,1.00,FIT,Male,married,Business associates/ Colleagues,,,,,,70.43,156.55,62.61,93.91,0.00,0.00,383.51
"1,679",1,1,55-59 yrs,Indonesia,No,90,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,1.00,FIT,Male,married,Alone,,,,,,0.00,166.55,62.61,93.91,0.00,0.00,323.07
"1,680",1,1,40-44 yrs,Indonesia,No,6,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,2.00,FIT,Female,married,Friends,,,,,,219.13,306.55,78.26,39.13,0.00,0.00,643.07
"1,681",1,1,25-29 yrs,Indonesia,No,20,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,single,Alone,,,,,,0.00,156.55,7.83,46.96,0.00,0.00,211.33
"1,682",1,1,30-34 yrs,Indonesia,No,30,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,181.55,7.83,23.48,0.00,0.00,212.86
"1,683",1,1,40-44 yrs,Indonesia,No,25,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,176.55,15.65,15.65,0.00,0.00,207.86
"1,684",1,1,30-34 yrs,Indonesia,No,250,Sea,,Corporate/business meetings,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,156.55,31.30,46.96,0.00,0.00,234.81
"1,686",1,1,45-49 yrs,Indonesia,No,10,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,211.55,15.65,70.43,0.00,0.00,297.64
"1,689",1,1,20-24 yrs,Indonesia,No,0,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,1.00,FIT,Male,single,Alone,,,,,,0.00,156.55,31.30,78.26,0.00,0.00,266.12
"1,690",1,1,65 yrs & above,Indonesia,No,20,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,1.00,FIT,Male,married,Spouse,,,,,,0.00,156.55,46.96,31.30,0.00,0.00,234.81
"1,691",1,1,65 yrs & above,Indonesia,No,120,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,156.55,78.26,39.13,0.00,0.00,273.94
"1,692",1,1,40-44 yrs,Indonesia,No,20,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,1.00,FIT,Female,married,Alone,,,,,,0.00,406.55,93.91,140.87,0.00,0.00,641.33
"1,693",1,1,25-29 yrs,Indonesia,No,15,Sea,,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Leisure,Accompanying Pax,Mono-SIN,No,No,day tripper,FIT,Female,married,Spouse,Children aged 0-7 yrs,,,,,0.00,306.55,7.83,10.43,200.00,0.00,524.81
"1,694",1,1,50-54 yrs,Indonesia,No,4,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,16.00,FIT,Female,single,Alone,,,,,,0.00,226.55,13.70,11.74,0.00,0.00,251.99
"1,695",1,1,55-59 yrs,Indonesia,No,20,Sea,,Corporate/business meetings,Business,Business,Mono-SIN,No,No,1.00,FIT,Male,married,Business associates/ Colleagues,,,,,,364.50,196.55,234.78,46.96,0.00,0.00,842.79
"1,696",1,1,40-44 yrs,Indonesia,No,100,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,260.55,0.00,0.00,0.00,0.00,260.55
"1,697",1,1,50-54 yrs,Indonesia,No,10,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,17.00,FIT,Female,married,Alone,,,,,,0.00,256.55,27.62,18.41,0.00,0.00,302.59
"1,698",1,1,35-39 yrs,Indonesia,No,36,Sea,,Outpatient consultation/treatment,Healthcare,Healthcare,Mono-SIN,No,No,day tripper,FIT,Female,single,Alone,,,,,,0.00,306.55,46.96,31.30,300.00,0.00,684.81
"1,699",1,1,30-34 yrs,Indonesia,No,15,Sea,,General business purpose,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Alone,,,,,,0.00,176.55,31.30,15.65,0.00,0.00,223.51
"1,700",1,1,40-44 yrs,Indonesia,No,3,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,1.00,FIT,Female,married,Children aged 0-7 yrs,,,,,,0.00,316.55,31.30,31.30,0.00,0.00,379.16
"1,701",1,1,35-39 yrs,Indonesia,No,15,Air,Qatar Airways (QTR),Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,18.00,FIT,Female,married,Siblings,,,,,,118.60,156.55,19.77,6.59,0.00,0.00,301.51
"1,702",1,1,55-59 yrs,Indonesia,No,50,Land,,Visiting friends/relatives,Leisure,Leisure,Multi-Destination,Yes,No,1.00,FIT,Male,married,Other relatives,,,,,,0.00,198.22,47.44,17.79,0.00,0.00,263.45
"1,703",1,1,30-34 yrs,Indonesia,No,6,Sea,,Visiting friends/relatives,Leisure,Leisure,Mono-SIN,No,No,1.00,FIT,Female,single,Parents/ Parents-in-law,Siblings,,,,,0.00,206.55,156.52,39.13,0.00,0.00,402.20
"1,704",1,1,35-39 yrs,Indonesia,No,2,Sea,,Corporate/business meetings,Business,Business,Mono-SIN,No,No,day tripper,FIT,Male,married,Business associates/ Colleagues,,,,,,0.00,156.55,15.65,23.48,0.00,0.00,195.68
"1,705",1,1,50-54 yrs,Indonesia,No,200,Air,Singapore Airlines Limited (SIA),"Others - Personal (e.g. weddings, funerals, etc)",Leisure,Others/ Refused,Multi-Destination,Yes,No,1.00,FIT,Male,married,Spouse,,,,,,0.00,156.55,0.00,88.95,0.00,0.00,245.51
